"lat","lon","alt","vel"
-15.818249,-48.060642,1207.300000,0.292000
-15.818251,-48.060642,1206.700000,0.404000
-15.818250,-48.060643,1206.700000,0.322000
-15.818250,-48.060644,1206.100000,0.050000
-15.818253,-48.060644,1206.200000,0.227000
-15.818255,-48.060644,1206.500000,0.203000
-15.818257,-48.060642,1206.600000,0.614000
-15.818261,-48.060641,1207.100000,1.159000
-15.818258,-48.060632,1206.400000,1.534000
-15.818258,-48.060626,1205.600000,1.096000
-15.818247,-48.060617,1203.800000,2.057000
-15.818252,-48.060612,1203.300000,1.263000
-15.818256,-48.060610,1203.000000,0.599000
-15.818252,-48.060605,1203.200000,0.958000
-15.818252,-48.060599,1203.300000,0.985000
-15.818245,-48.060588,1203.000000,1.559000
-15.818239,-48.060587,1204.300000,1.799000
-15.818234,-48.060584,1205.400000,1.625000
-15.818236,-48.060581,1204.700000,0.744000
-15.818234,-48.060574,1205.900000,1.592000
-15.818242,-48.060576,1207.300000,0.684000
-15.818245,-48.060579,1207.700000,0.559000
-15.818247,-48.060574,1207.700000,0.823000
-15.818247,-48.060572,1207.800000,0.068000
-15.818245,-48.060567,1208.300000,0.849000
-15.818241,-48.060560,1208.900000,1.026000
-15.818241,-48.060550,1208.000000,0.043000
-15.818233,-48.060537,1208.600000,0.231000
-15.818231,-48.060527,1209.800000,0.412000
-15.818231,-48.060525,1209.700000,0.443000
-15.818230,-48.060522,1210.200000,0.493000
-15.818229,-48.060523,1211.200000,0.880000
-15.818231,-48.060521,1212.200000,0.527000
-15.818225,-48.060522,1215.900000,0.462000
-15.818230,-48.060521,1216.600000,0.139000
-15.818230,-48.060519,1217.000000,0.045000
-15.818227,-48.060518,1218.200000,0.474000
-15.818227,-48.060518,1218.600000,0.449000
-15.818231,-48.060517,1218.400000,0.304000
-15.818236,-48.060516,1218.500000,0.261000
-15.818237,-48.060514,1218.000000,0.160000
-15.818240,-48.060514,1217.800000,0.585000
-15.818242,-48.060514,1217.700000,0.400000
-15.818245,-48.060514,1218.000000,0.721000
-15.818251,-48.060513,1218.800000,1.371000
-15.818255,-48.060514,1218.900000,0.621000
-15.818261,-48.060517,1219.700000,1.504000
-15.818268,-48.060518,1220.300000,1.783000
-15.818276,-48.060517,1221.000000,1.639000
-15.818280,-48.060515,1221.900000,0.860000
-15.818285,-48.060513,1223.000000,1.029000
-15.818288,-48.060513,1223.400000,0.512000
-15.818289,-48.060513,1223.700000,0.194000
-15.818294,-48.060509,1225.200000,1.132000
-15.818297,-48.060508,1226.100000,0.463000
-15.818296,-48.060508,1227.500000,0.193000
-15.818303,-48.060506,1228.400000,1.009000
-15.818310,-48.060503,1228.100000,1.329000
-15.818308,-48.060505,1228.300000,0.613000
-15.818315,-48.060506,1229.500000,1.416000
-15.818312,-48.060509,1228.200000,0.342000
-15.818310,-48.060511,1228.000000,0.540000
-15.818312,-48.060511,1228.500000,0.311000
-15.818314,-48.060516,1227.500000,0.395000
-15.818312,-48.060518,1227.000000,0.266000
-15.818311,-48.060513,1227.300000,0.534000
-15.818307,-48.060511,1227.400000,0.455000
-15.818304,-48.060508,1228.000000,0.616000
-15.818306,-48.060507,1228.000000,0.965000
-15.818301,-48.060502,1228.400000,0.776000
-15.818311,-48.060494,1230.300000,3.020000
-15.818319,-48.060490,1231.700000,2.160000
-15.818322,-48.060483,1230.100000,2.473000
-15.818320,-48.060484,1229.400000,0.952000
-15.818318,-48.060490,1229.100000,0.247000
-15.818315,-48.060496,1229.000000,0.353000
-15.818312,-48.060500,1229.200000,0.060000
-15.818312,-48.060504,1231.200000,0.630000
-15.818305,-48.060500,1232.100000,0.941000
-15.818303,-48.060496,1232.500000,0.856000
-15.818305,-48.060498,1233.000000,0.824000
-15.818312,-48.060495,1232.600000,2.300000
-15.818324,-48.060495,1233.200000,2.548000
-15.818323,-48.060495,1232.600000,0.477000
-15.818323,-48.060494,1230.800000,0.318000
-15.818336,-48.060499,1230.800000,3.099000
-15.818325,-48.060504,1231.100000,0.909000
-15.818322,-48.060512,1231.500000,1.244000
-15.818320,-48.060516,1231.600000,1.396000
-15.818320,-48.060516,1231.700000,0.912000
-15.818315,-48.060515,1231.200000,0.203000
-15.818312,-48.060514,1230.700000,0.804000
-15.818308,-48.060513,1231.000000,0.512000
-15.818306,-48.060509,1231.500000,0.372000
-15.818301,-48.060506,1231.100000,0.242000
-15.818300,-48.060504,1229.900000,0.295000
-15.818300,-48.060503,1228.000000,0.624000
-15.818300,-48.060502,1226.400000,0.365000
-15.818298,-48.060500,1224.700000,0.050000
-15.818294,-48.060499,1223.800000,0.055000
-15.818296,-48.060499,1223.600000,0.673000
-15.818294,-48.060499,1223.000000,0.674000
-15.818290,-48.060498,1222.700000,0.270000
-15.818291,-48.060500,1224.000000,0.795000
-15.818294,-48.060505,1225.700000,1.479000
-15.818294,-48.060505,1226.800000,1.120000
-15.818292,-48.060505,1227.200000,0.723000
-15.818289,-48.060503,1227.300000,0.299000
-15.818286,-48.060501,1227.600000,0.070000
-15.818281,-48.060498,1227.300000,0.322000
-15.818281,-48.060498,1227.100000,0.083000
-15.818282,-48.060498,1227.200000,0.185000
-15.818290,-48.060504,1226.500000,0.927000
-15.818291,-48.060506,1225.400000,0.833000
