0,-15.818259,-48.060514
0,-15.818267,-48.060509
0,-15.818258,-48.060513
0,-15.818256,-48.060516
0,-15.818256,-48.060517
0,-15.818255,-48.060520
0,-15.818254,-48.060520
0,-15.818252,-48.060518
0,-15.818251,-48.060517
0,-15.818249,-48.060517
0,-15.818248,-48.060516
0,-15.818248,-48.060517
0,-15.818247,-48.060516
0,-15.818246,-48.060514
0,-15.818246,-48.060513
0,-15.818244,-48.060511
0,-15.818240,-48.060511
0,-15.818236,-48.060510
0,-15.818230,-48.060504
0,-15.818226,-48.060505
0,-15.818225,-48.060502
0,-15.818225,-48.060501
0,-15.818228,-48.060499
0,-15.818228,-48.060496
0,-15.818226,-48.060497
0,-15.818225,-48.060499
0,-15.818223,-48.060501
0,-15.818225,-48.060498
0,-15.818224,-48.060494
0,-15.818224,-48.060492
0,-15.818223,-48.060490
0,-15.818218,-48.060487
0,-15.818215,-48.060486
0,-15.818220,-48.060485
0,-15.818225,-48.060485
0,-15.818229,-48.060484
0,-15.818234,-48.060481
0,-15.818233,-48.060481
0,-15.818232,-48.060486
0,-15.818231,-48.060492
0,-15.818228,-48.060494
0,-15.818227,-48.060492
0,-15.818226,-48.060492
0,-15.818225,-48.060493
0,-15.818223,-48.060494
0,-15.818219,-48.060495
0,-15.818214,-48.060497
0,-15.818213,-48.060498
0,-15.818210,-48.060500
0,-15.818210,-48.060501
0,-15.818215,-48.060510
0,-15.818219,-48.060513
0,-15.818220,-48.060511
0,-15.818218,-48.060511
0,-15.818219,-48.060510
0,-15.818216,-48.060508
0,-15.818208,-48.060505
0,-15.818200,-48.060500
0,-15.818191,-48.060499
0,-15.818216,-48.060545
0,-15.818207,-48.060536
0,-15.818216,-48.060576
0,-15.818214,-48.060566
0,-15.818209,-48.060557
0,-15.818205,-48.060547
0,-15.818206,-48.060536
0,-15.818212,-48.060531
0,-15.818214,-48.060530
0,-15.818216,-48.060529
0,-15.818221,-48.060525
0,-15.818232,-48.060518
0,-15.818238,-48.060507
0,-15.818238,-48.060505
0,-15.818238,-48.060503
0,-15.818238,-48.060502
0,-15.818241,-48.060500
0,-15.818242,-48.060498
0,-15.818245,-48.060496
0,-15.818244,-48.060495
0,-15.818243,-48.060491
0,-15.818265,-48.060488
0,-15.818265,-48.060482
0,-15.818282,-48.060477
0,-15.818285,-48.060475
0,-15.818298,-48.060475
0,-15.818297,-48.060463
0,-15.818297,-48.060470
0,-15.818303,-48.060468
0,-15.818308,-48.060453
0,-15.818306,-48.060449
0,-15.818313,-48.060447
0,-15.818312,-48.060442
0,-15.818297,-48.060448
0,-15.818290,-48.060459
0,-15.818268,-48.060457
0,-15.818290,-48.060483
0,-15.818391,-48.061170
0,-15.818362,-48.060830
0,-15.818321,-48.060727
0,-15.818294,-48.060688
